mol_id,smiles
TOX4661,Cc1ccc(Br)cc1
TOX4666,OCCCCO
TOX4664,CCCC=NO
TOX21636,CC(=O)OC(C)c1ccccc1
TOX21639,Cc1ccc(S(=O)(=O)[O-])c(C)c1
TOX21638,OCCCc1ccccc1
TOX29334,CCCC[N+]1(C)CCCC1
TOX29335,Cn1cnc2ncnc(N)c21
TOX9338,COc1ccc(Br)c(C)c1
TOX9331,CCCCCC1=CCCC1=O
TOX6102,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
TOX9626,O=C[O-]
TOX5133,Cc1ccc([N+](=O)[O-])cc1C
TOX5132,Cc1cccc([N+](=O)[O-])c1C
TOX5136,Cc1cc(C)cc([N+](=O)[O-])c1
TOX21964,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1
TOX1658,CCC=O
TOX25600,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
TOX1656,O=C(O)Cc1ccccc1
TOX21148,O=C(O)/C=C/c1c[nH]cn1
TOX932,O=C(O)c1cccnc1
TOX937,O=[N+]([O-])[O-].[Na+]
TOX25934,Cc1ncc([N+](=O)[O-])n1CC(C)O
TOX3470,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
TOX3479,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
TOX7764,CCCCCCCCCC(=O)N(C)C
TOX21032,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
TOX6067,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
TOX6064,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
TOX29161,CCCCCC[n+]1ccccc1.F[B-](F)(F)F
TOX15286,CC/C=C/CCCCCCCCCCOC(C)=O
TOX12488,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C
TOX29296,CCCCCCCCCCCCCCCBr
TOX29290,CCCOC(=O)C(C)O
TOX6689,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
TOX6457,CC(C)(C#N)/N=N/C(C)(C)C#N
TOX7886,CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1
TOX5483,CC(C)OC(=O)Cc1ccccc1
TOX6975,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O
TOX5242,CCCCCCCCC1CO1
TOX27192,CC/C=C\CC/C=C/CO
TOX27193,C=C(C)CCC[C@H](C)CCO
TOX27195,CC1CCC(C(C)(C)S)C(=O)C1
TOX27199,CCCc1ccc(O)c(OC)c1
TOX1338,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
TOX9105,Cc1ccc(S(N)(=O)=O)cc1
TOX1488,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
TOX1485,O=C(O)c1cccc(C(=O)O)c1
TOX1484,O=C(O)c1ccccc1C(=O)O
TOX1487,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1
TOX1486,O=C(O)c1cccc(C(=O)O)c1C(=O)O
TOX6535,O=C(O)c1ccc(S(=O)(=O)O)cc1C(=O)O
TOX13058,Nn1cnnc1
TOX24210,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
TOX12519,CSC(=O)c1cccc2nnsc12
TOX28179,CCCCC1CCC(O)CC1
TOX28178,CCC(=O)c1ccc(Cl)cc1
TOX28175,Cc1cc(C)c(C(=O)O)c(C)c1
TOX28173,CCCC1CCC(=O)CC1
TOX5308,C=C(C)C(=O)OCC
TOX5309,CCOS(C)(=O)=O
TOX5306,CC=C1CC2C=CC1C2
TOX5302,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
TOX5303,CCCCC(CC)COCCC#N
TOX12673,COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)[O-])n1
TOX14700,Cc1cc(Cl)ccc1OCC(=O)[O-]
TOX6769,C[Si](C)(C)O[Si](C)(C)C
TOX6765,C=C(C)CC(C)(C)C
TOX6766,CC(C)=CC(C)(C)C
TOX26107,COc1cc(C(=S)N2CCOCC2)ccc1O
TOX29337,CCCC[N+]1(C)CCCCC1
TOX29338,CCOC(=O)CC(=O)c1cc(F)c(Cl)nc1Cl
TOX29339,CCC(C=O)CC
TOX26108,CC(=O)NC(=O)c1ccccc1O
TOX4236,Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br
TOX7414,CC1(C)Cc2cccc(O)c2O1
TOX7413,O=S(=O)([O-])CCO
TOX5542,C=C(C)C(=O)O
TOX24496,CCCCCC1CCCC(=O)O1
TOX21659,N#Cc1ccc(C(=O)O)cc1
TOX27769,NCCc1cc[nH]n1
TOX27764,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
TOX27767,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1
TOX27760,CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1
TOX9317,C=CC(C)CCCC(C)(C)O
TOX9310,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1
TOX6164,Cc1ccccc1N
TOX9649,NCc1cccc(CN)c1
TOX5152,COC(=O)CCC(=O)OC
TOX5150,COP(=O)(O)OC
TOX5156,CNC(=O)NC
TOX25624,OCC(O)CN1CCN(c2ccccc2)CC1
TOX20236,O=c1cc(CO)occ1O
TOX20234,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1
TOX919,NC(=S)Nc1cccc2ccccc12
TOX913,c1ccc2ccccc2c1
TOX912,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
TOX2096,CCCSSCCC
TOX25480,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
TOX25488,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O
TOX1754,CC1(C)NC(=O)NC1=O
TOX3419,CC1OC(C)OC(C)O1
TOX24681,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
TOX24680,NCCCN(CCO)CCO
TOX24684,O=C([O-])C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1
TOX1928,CCOCCOC(C)=O
TOX1929,CCCCCCBr
TOX1923,C1CCCCC1
TOX4500,Nc1cc(S(=O)(=O)O)ccc1O
TOX1924,c1ccncc1
TOX13264,FB(F)F
TOX2007,CCCCOCCCC
TOX1029,CN(C)N=O
TOX262,Nc1cc(Cl)cc(C(=O)O)c1Cl
TOX265,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
TOX29107,CCCn1cc[n+](C)c1.F[B-](F)(F)F
TOX29100,CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC
TOX21487,CCC(C)(CCCC(C)C)OC(C)=O
TOX21484,CC/C=C\CCOC(C)=O
TOX6954,O=C1c2ccccc2C(=O)N1CO
TOX25424,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
TOX24413,CCN1CCCC1=O
TOX1318,ClC(Cl)C(Cl)Cl
TOX1317,ClCC(Cl)(Cl)Cl
TOX4143,O=C=NCCCCCCN=C=O
TOX9128,OCC1CCCO1
TOX9122,O=C(OC(=O)c1ccccc1)c1ccccc1
TOX9127,CCOC(=O)C(C)O
TOX9124,Cc1cc(C)c(C)cc1C
TOX17551,CN(C)C(=O)Nc1ccccc1
TOX17806,Nc1nc(N)nc(Cl)n1
TOX24948,COC(=O)c1cc(Cl)ccc1[N+](=O)[O-]
TOX24945,OCCSCSCCO
TOX24947,C=CC(=O)N1CCOCC1
TOX2666,C[N+](C)(C)CC(=O)[O-]
TOX6318,Cl[Zr](Cl)(C1=CC=CC1)C1C=CC=C1
TOX5361,C=C(C)C(=O)OCC1CO1
TOX25540,Cc1cccc(C)c1NC(=O)C(C)N
TOX13433,COC1=CC(=O)OC(CCc2ccccc2)C1
TOX14764,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1
TOX7044,CC(=O)[O-].[Na+]
TOX7043,CC(=O)[O-].[K+]
TOX7049,C=C1CCC2CC1C2(C)C
TOX4966,Nc1ccc(Cl)cc1Cl
TOX13923,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O
TOX27116,C=C(C)[C@@H]1CC[C@@H](C)C[C@@H]1O
TOX7436,O=[PH](O)c1ccccc1
TOX7432,CN(C)CCC#N
TOX7433,CO[Si](CCCNCCN)(OC)OC
TOX27115,CC(C)=CCCC(C)=CC(=O)O
TOX7438,CCCCO[PH](=O)OCCCC
TOX26161,O=C(O)CNC(=O)c1ccccc1I
TOX26163,CCNC(=O)NCc1cccc(Cl)c1
TOX27567,CCC(C)C(=O)OCCc1ccccc1
TOX27565,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
TOX27562,C/C=C(\C)C(=O)OCC/C=C\CC
TOX27560,CC/C=C\CCOC(=O)CCCCC
TOX5569,Cc1ccccc1C(N)=O
TOX21675,CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C
TOX5567,COC(=O)c1ccccc1N
TOX8001,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1
TOX27781,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.c1ccc(CNCCNCc2ccccc2)cc1
TOX27780,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
TOX27784,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1
TOX5879,O=C(O)C=Cc1ccc(C=CC(=O)O)cc1
TOX6148,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2
TOX9661,CC(CCO)CC(C)(C)C
TOX21925,CCSC(=O)N(CC)CC
TOX21927,CCCCc1c(C)nc(NCC)nc1O
TOX21920,CCCCC(CC)COCCO
TOX22327,COCCCOCCCOC
TOX22320,O=N[O-]
TOX4774,FC(F)(F)c1ccccc1Cl
TOX4775,ClCCBr
TOX4772,O=C(O)c1ccc(Cl)cc1
TOX4773,FC(F)(F)c1cccc(Cl)c1
TOX533,C1COCCO1
TOX7234,COC(=O)C(C)(C)C
TOX7233,CC(Br)C(=O)O
TOX3927,Brc1ccc(Oc2ccccc2)cc1
TOX3437,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
TOX1690,CCCCCCCCCCC(=O)O
TOX2341,COc1nc(NC(C)C)nc(NC(C)C)n1
TOX13241,CC(=O)CCc1ccccc1
TOX3691,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
TOX792,O=c1ccc(=O)[nH][nH]1
TOX24553,Cc1ccccc1S(=O)(=O)[O-]
TOX24682,C=C(C)C(=O)NCCC[N+](C)(C)C
TOX240,O=C1CCCCCN1
TOX246,NC(=O)Nc1ccc([As](=O)(O)O)cc1
TOX245,NC(=O)NNc1ccccc1
TOX244,NNC(N)=O
TOX29126,CCn1cc[n+](C)c1
TOX2411,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
TOX22521,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
TOX25202,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N
TOX25206,O=c1[nH]oc2c1CCNC2
TOX27597,CC(COCCO)OCCO
TOX26570,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
TOX20800,CC(O)(P(=O)(O)O)P(=O)(O)O
TOX20802,CC(C)CCCCCCc1ccc(OCCOCCO)cc1
TOX1921,OCC#CCO
TOX7595,CCCCCCCCS(=O)(=O)[O-]
TOX7598,CC(C)OB(OC(C)C)OC(C)C
TOX7837,CCC(O)OCC(C)OC(O)CC
TOX26126,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O
TOX4164,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1
TOX4166,O=C1C=CC(=O)O1
TOX1196,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
TOX1195,O=S1(=O)CCCO1
TOX27040,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2]
TOX27042,CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C
TOX27044,CCCCCCCCCCCC(=O)OCC
TOX27045,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C
TOX24961,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C
TOX6088,Clc1ccc(Cl)c(Cl)c1Cl
TOX2647,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
TOX2644,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
TOX2643,CCC1(CC)C(=O)NC(=O)NC1=O
TOX2640,C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
TOX6080,O=C(O)c1ccc(C(=O)O)cc1
TOX5693,C=CCc1cc(OC)c2c(c1)OCO2
TOX1731,CO
TOX1739,CCCO
TOX25788,c1ccc2cc(CC3=NCCN3)ccc2c1
TOX6339,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
TOX25783,Cc1cccc(C)c1OCC(C)N
TOX5346,CC(=O)OCc1ccco1
TOX5347,OCc1ccco1
TOX12631,COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O
TOX25562,CCN(CCCc1ccccc1)CCCc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
TOX3591,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1
TOX21847,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
TOX16299,CCCCCCCCN(C)C
TOX7066,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-]
TOX3771,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1
TOX3775,O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1
TOX28648,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1
TOX7452,COc1cc(Cl)ccc1Cl
TOX7454,CC(=O)CC(=O)N(C)C
TOX26142,Cc1cccc(C)c1NC(=O)CN1CCCCCC1
TOX26147,O=C(CN1CCNCC1)NC1CCCCC1
TOX27547,COC(CC(C)CCCC(C)(C)O)OC
TOX27543,COC(=O)C(C)N(C(=O)c1ccco1)c1c(C)cccc1C
TOX27549,CCOC(=O)CC1(C)OCC(C)O1
TOX5502,C=CC(C)(O)CCC=C(C)C
TOX5503,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N
TOX6851,COCCC#N
TOX12998,O=C(O)CCSSCCC(=O)O
TOX11462,CCCC[n+]1ccccc1
TOX11461,CCCCn1cc[n+](C)c1
TOX11460,CCCC[N+]1(C)CCCC1
TOX13047,CSc1ccc(C=O)cc1
TOX1404,CNC(=S)N(C)C
TOX22343,CCCOCCC
TOX10336,N#CCCCl
TOX7214,O=C([O-])C(=O)[O-].[Ca+2]
TOX7218,CCc1cccc(CC)c1N
TOX7219,O=C([O-])c1ccccc1
TOX24570,NCCN
TOX24572,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
TOX27844,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC
TOX25993,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O
TOX516,CN(C)N
TOX515,CN(C)C=O
TOX512,CN(C)C(=O)Cl
TOX25191,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
TOX25195,CCCN(CCC)CCc1cccc2c1CC(=O)N2
TOX25196,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
TOX2361,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O
TOX3011,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1
TOX3019,CCC1(C)CC(=O)NC1=O
TOX22507,NC(=O)Nc1ccccc1
TOX22503,CCCCOC(CC)OC(C)COC(O)CC
TOX6623,CC(C)(C)C1CCC(O)CC1
TOX2927,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
TOX24744,CCc1nc(C)c[nH]1
TOX24745,CC1(C)C(=O)C(C)(C)C1=O
TOX6994,CCCCCCCCCCCCc1ccccc1
TOX6991,CCOP(OCC)OCC
TOX6998,CC(C)CC(=O)CC(C)CC(C)C
TOX7868,CCCCCCC(C)(C)S
TOX7866,CCc1ccccc1CC
TOX4100,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
TOX4107,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
TOX4105,c1ccc2c(c1)Cc1ccccc1-2
TOX27682,CC(=O)CC(C)(C)C1CCCCC1
TOX4108,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1
TOX17596,CCNc1nc(NCC)nc(SC)n1
TOX27068,CC(=O)OC/C=C(/C)CCC=C(C)C
TOX27066,CCCC(=O)C(C)=O
TOX27064,O=C(O)CCc1ccccc1
TOX27065,COc1ccccc1OC
TOX27062,CCC/C=C/CO
TOX27060,COc1cccc(OC)c1
TOX18852,O=S(=O)(O)c1ccc2[nH]c(-c3ccccc3)nc2c1
TOX27082,CCC(C)c1nccnc1OC
TOX24904,Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)ccc1N
TOX24900,OCC1CC2CC1C1CCC(CO)C21
TOX24902,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-]
TOX24908,CC1(C)C(O)C(C)(C)C1O
TOX25710,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
TOX22423,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
TOX22422,OCC(O)c1ccccc1
TOX1718,c1ccc(CC2=NCCN2)cc1
TOX2193,C=C(C)C(=O)OCc1ccccc1
TOX2191,C=C(C)C(=O)OCC1CCCO1
TOX2194,C=CC(=O)OCCCCCC
TOX12615,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1
TOX12611,CCCSP(=O)(OCC)SCCC
TOX25506,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
TOX25500,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1
TOX25508,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
TOX3718,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
TOX3713,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
TOX3712,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
TOX4921,NC1CCC(CC2CCC(N)CC2)CC1
TOX4922,NCCCCCCN
TOX167,CC(CCl)OC(C)CCl
TOX164,OCC(CO)(CBr)CBr
TOX168,ClCCOCCCl
TOX2977,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
TOX7471,CCCCCCCCCCCCCCCl
TOX21507,COc1ccc(Cl)cc1C
TOX5523,Cc1occc(=O)c1O
TOX2973,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
TOX6872,CCCCN=C=O
TOX6878,OCCSCCO
TOX4738,C=C(C)C1CC=C(C)C(OC(C)=O)C1
TOX4739,C=C1CCC=C(C)CC[C@@H]2[C@@H]1CC2(C)C
TOX4733,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
TOX4736,C=C(C)C1CC=C(C)C(O)C1
TOX7270,CCCCCCCCCCCCCCCO
TOX3966,CCC(C)Cl
TOX759,CC1=CC(=O)CC(C)(C)C1
TOX4512,Nc1cccc(C(F)(F)F)c1
TOX757,O=C(O)c1ccncc1
TOX756,NC(=O)c1ccncc1
TOX750,CC(C)CON=O
TOX753,OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H]1O
TOX752,FC(F)OC(Cl)C(F)(F)F
TOX24591,CCCCN1C(=O)c2ccccc2C1=O
TOX24599,CCCCCCCCOCCC#N
TOX6275,CCCCC#N
TOX27860,CCn1cc[n+](C)c1.N#C[S-]
TOX5063,CCCCC(=O)N(C)C
TOX4145,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C
TOX14465,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1
TOX3038,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
TOX3039,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1
TOX3031,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O
TOX6605,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TOX6600,O=C1OCCO1
TOX6608,C=C(CC(=O)O)C(=O)O
TOX6609,CC(C)C(=O)OC(=O)C(C)C
TOX286,Cc1ccc(N)cc1Cl
TOX285,CC(O)CCl
TOX15753,CCCCN(CCC(=O)OCC)C(C)=O
TOX14803,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12
TOX9652,C=CC(=O)OC(C)(C)C
TOX9653,N#C[S-]
TOX9655,CC1(C)CC(O)CC(C)(C)N1
TOX1897,Cc1cccnc1
TOX1894,OC1CCCCC1
TOX1892,Cc1ccncc1
TOX1890,CC(C)OC(C)C
TOX22196,CCCCOC(=O)C(C)O
TOX22191,CNC(=S)NC
TOX22199,O=C1CCC(=O)N1Cl
TOX22198,CCCCNS(=O)(=O)c1ccc(C)cc1
TOX7805,Cc1ccc2c(c1)C(=O)OC2=O
TOX3292,CNC(C)Cc1ccccc1OC
TOX24408,NCCN1CCOCC1
TOX21828,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1
TOX27660,CC1CC(C)C(=O)C1=O
TOX27662,Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1
TOX27663,c1coc(Cn2cccc2)c1
TOX27667,CCCCCCCCCCC=CC#N
TOX4124,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
TOX21719,CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1
TOX27000,ClCCOCCOCCCl
TOX26638,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
TOX5659,COC(=O)c1ccccc1O
TOX5657,Cc1ccc2cccnc2c1
TOX5653,CC(C)Cc1nccs1
TOX25748,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1
TOX25741,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC
TOX1775,Cc1c[nH]c2ccccc12
TOX1774,c1cc2c3c(cccc3c1)CC2
TOX14252,CC/C(=N\OC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O
TOX14255,NC(=O)CF
TOX24929,CCCCCCCCCCCCSC
TOX24922,O=C1CCCN1CCO
TOX24927,CCCCC(CC)CO[PH](=O)OCC(CC)CCCC
TOX25527,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
TOX25521,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I
TOX25523,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
TOX7390,O=S(=O)(O)c1ccccc1O
TOX7397,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
TOX28993,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
TOX7021,CCCCOCCOCCOC(C)=O
TOX24438,O=C1CCCCO1
TOX3733,CCCC(CCC)C(=O)O
TOX24431,CC(C)(C)NCCO
TOX24435,CCN(CC)CCOC(=O)c1ccc(N)cc1
TOX24436,CC(=O)C1CCOC1=O
TOX24437,Nc1cc(N)cc(C(=O)O)c1
TOX12365,N#Cc1c(Cl)cccc1Cl
TOX144,O=C(c1ccccc1)C(O)c1ccccc1
TOX21528,N#Cc1ccncc1
TOX5896,C[C@@H](N)[C@@H](O)c1ccccc1
TOX21521,NCCCN1CCOCC1
TOX21527,CC1(C)CC(=O)CC(C)(C)N1
TOX26986,O=C(O)C(O)C(O)C(=O)O
TOX26270,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
TOX26273,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
TOX26275,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1
TOX26276,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1
TOX12954,CC(C)(O)C(=O)O
TOX27274,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1
TOX20724,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2
TOX20726,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-]
TOX2086,NC(=O)c1ccc([N+](=O)[O-])cc1
TOX22382,CCCO[Si](OCCC)(OCCC)OCCC
TOX4710,CCCC(=O)Cl
TOX1544,Oc1ccccc1Cl
TOX1546,O=C(O)CCCl
TOX27493,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
TOX27491,CSc1cnccn1
TOX27490,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C
TOX27497,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC
TOX7259,N#Cc1cccc(C#N)c1
TOX21891,c1ccc(Cc2ccccc2)cc1
TOX28585,C[C@H]1CNCCc2ccc(Cl)cc21
TOX28586,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
TOX24606,Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C
TOX24604,C=COCC1CCC(COC=C)CC1
TOX24609,N#Cc1c(F)cccc1F
TOX3947,S=C=S
TOX28723,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1
